"feature","class","totallength","totaldb","totaloh","FA1kind","FA1length","FA1db","FA1oh","FA2kind","FA2length","FA2db","FA2oh","shorthand_notation","swisslipids_name","swisslipids_id","swisslipids_rank"
"DAG 16:0;0_19:0;0","DAG",35,0,0,"FA",16,0,0,"FA",19,0,0,"DG 16:0_19:0","Diacylglycerol (16:0_19:0)","SLM:000308866","SLM:Molecular_Subspecies"
"DAG 16:0;0_20:2;0","DAG",36,2,0,"FA",16,0,0,"FA",20,2,0,"DG 16:0_20:2","Diacylglycerol (16:0_20:2)","SLM:000308869","SLM:Molecular_Subspecies"
"DAG 16:0;0_20:3;0","DAG",36,3,0,"FA",16,0,0,"FA",20,3,0,"DG 16:0_20:3","Diacylglycerol (16:0_20:3)","SLM:000308870","SLM:Molecular_Subspecies"
"DAG 16:0;0_20:4;0","DAG",36,4,0,"FA",16,0,0,"FA",20,4,0,"DG 16:0_20:4","Diacylglycerol (16:0_20:4)","SLM:000308871","SLM:Molecular_Subspecies"
"DAG 16:0;0_20:5;0","DAG",36,5,0,"FA",16,0,0,"FA",20,5,0,"DG 16:0_20:5","Diacylglycerol (16:0_20:5)","SLM:000308872","SLM:Molecular_Subspecies"
"DAG 16:0;0_22:5;0","DAG",38,5,0,"FA",16,0,0,"FA",22,5,0,"DG 16:0_22:5","Diacylglycerol (16:0_22:5)","SLM:000308879","SLM:Molecular_Subspecies"
"DAG 16:0;0_22:6;0","DAG",38,6,0,"FA",16,0,0,"FA",22,6,0,"DG 16:0_22:6","Diacylglycerol (16:0_22:6)","SLM:000308880","SLM:Molecular_Subspecies"
"DAG 16:1;0_16:1;0","DAG",32,2,0,"FA",16,1,0,"FA",16,1,0,"DG 16:1_16:1","Diacylglycerol (16:1_16:1)","SLM:000308890","SLM:Molecular_Subspecies"
"DAG 16:1;0_16:2;0","DAG",32,3,0,"FA",16,1,0,"FA",16,2,0,"DG 16:1_16:2","Diacylglycerol (16:1_16:2)","SLM:000308891","SLM:Molecular_Subspecies"
"DAG 16:1;0_17:0;0","DAG",33,1,0,"FA",16,1,0,"FA",17,0,0,"DG 16:1_17:0","Diacylglycerol (16:1_17:0)","SLM:000308892","SLM:Molecular_Subspecies"
"DAG 16:1;0_17:1;0","DAG",33,2,0,"FA",16,1,0,"FA",17,1,0,"DG 16:1_17:1","Diacylglycerol (16:1_17:1)",NA,NA
"DAG 16:1;0_18:0;0","DAG",34,1,0,"FA",16,1,0,"FA",18,0,0,"DG 16:1_18:0","Diacylglycerol (16:1_18:0)","SLM:000308893","SLM:Molecular_Subspecies"
"DAG 16:1;0_18:1;0","DAG",34,2,0,"FA",16,1,0,"FA",18,1,0,"DG 16:1_18:1","Diacylglycerol (16:1_18:1)","SLM:000308894","SLM:Molecular_Subspecies"
"DAG 16:1;0_18:2;0","DAG",34,3,0,"FA",16,1,0,"FA",18,2,0,"DG 16:1_18:2","Diacylglycerol (16:1_18:2)","SLM:000308895","SLM:Molecular_Subspecies"
"DAG 16:1;0_18:3;0","DAG",34,4,0,"FA",16,1,0,"FA",18,3,0,"DG 16:1_18:3","Diacylglycerol (16:1_18:3)","SLM:000308896","SLM:Molecular_Subspecies"
"DAG 16:1;0_19:0;0","DAG",35,1,0,"FA",16,1,0,"FA",19,0,0,"DG 16:1_19:0","Diacylglycerol (16:1_19:0)","SLM:000308898","SLM:Molecular_Subspecies"
"DAG 16:1;0_19:1;0","DAG",35,2,0,"FA",16,1,0,"FA",19,1,0,"DG 16:1_19:1","Diacylglycerol (16:1_19:1)",NA,NA
"DAG 16:1;0_20:3;0","DAG",36,4,0,"FA",16,1,0,"FA",20,3,0,"DG 16:1_20:3","Diacylglycerol (16:1_20:3)","SLM:000308902","SLM:Molecular_Subspecies"
"DAG 16:1;0_20:4;0","DAG",36,5,0,"FA",16,1,0,"FA",20,4,0,"DG 16:1_20:4","Diacylglycerol (16:1_20:4)","SLM:000308903","SLM:Molecular_Subspecies"
"DAG 16:1;0_22:6;0","DAG",38,7,0,"FA",16,1,0,"FA",22,6,0,"DG 16:1_22:6","Diacylglycerol (16:1_22:6)","SLM:000308912","SLM:Molecular_Subspecies"
"DAG 16:1;0_24:0;0","DAG",40,1,0,"FA",16,1,0,"FA",24,0,0,"DG 16:1_24:0","Diacylglycerol (16:1_24:0)","SLM:000308913","SLM:Molecular_Subspecies"
"DAG 16:2;0_18:1;0","DAG",34,3,0,"FA",16,2,0,"FA",18,1,0,"DG 16:2_18:1","Diacylglycerol (16:2_18:1)","SLM:000308925","SLM:Molecular_Subspecies"
"DAG 17:0;0_17:1;0","DAG",34,1,0,"FA",17,0,0,"FA",17,1,0,"DG 17:0_17:1","Diacylglycerol (17:0_17:1)",NA,NA
"DAG 17:0;0_18:0;0","DAG",35,0,0,"FA",17,0,0,"FA",18,0,0,"DG 17:0_18:0","Diacylglycerol (17:0_18:0)","SLM:000308954","SLM:Molecular_Subspecies"
"DAG 17:0;0_18:1;0","DAG",35,1,0,"FA",17,0,0,"FA",18,1,0,"DG 17:0_18:1","Diacylglycerol (17:0_18:1)","SLM:000308955","SLM:Molecular_Subspecies"
"DAG 17:0;0_18:2;0","DAG",35,2,0,"FA",17,0,0,"FA",18,2,0,"DG 17:0_18:2","Diacylglycerol (17:0_18:2)","SLM:000308956","SLM:Molecular_Subspecies"
"DAG 17:0;0_19:0;0","DAG",36,0,0,"FA",17,0,0,"FA",19,0,0,"DG 17:0_19:0","Diacylglycerol (17:0_19:0)","SLM:000308959","SLM:Molecular_Subspecies"
"DAG 17:1;0_17:1;0","DAG",34,2,0,"FA",17,1,0,"FA",17,1,0,"DG 17:1_17:1","Diacylglycerol (17:1_17:1)",NA,NA
"DAG 17:1;0_18:0;0","DAG",35,1,0,"FA",17,1,0,"FA",18,0,0,"DG 17:1_18:0","Diacylglycerol (17:1_18:0)",NA,NA
"DAG 17:1;0_18:1;0","DAG",35,2,0,"FA",17,1,0,"FA",18,1,0,"DG 17:1_18:1","Diacylglycerol (17:1_18:1)",NA,NA
"DAG 17:1;0_18:2;0","DAG",35,3,0,"FA",17,1,0,"FA",18,2,0,"DG 17:1_18:2","Diacylglycerol (17:1_18:2)",NA,NA
"DAG 17:2;0_24:3;0","DAG",41,5,0,"FA",17,2,0,"FA",24,3,0,"DG 17:2_24:3","Diacylglycerol (17:2_24:3)",NA,NA
"DAG 18:0;0_18:0;0","DAG",36,0,0,"FA",18,0,0,"FA",18,0,0,"DG 18:0_18:0","Diacylglycerol (18:0_18:0)","SLM:000308983","SLM:Molecular_Subspecies"
"DAG 18:0;0_18:1;0","DAG",36,1,0,"FA",18,0,0,"FA",18,1,0,"DG 18:0_18:1","Diacylglycerol (18:0_18:1)","SLM:000308984","SLM:Molecular_Subspecies"
"DAG 18:0;0_18:2;0","DAG",36,2,0,"FA",18,0,0,"FA",18,2,0,"DG 18:0_18:2","Diacylglycerol (18:0_18:2)","SLM:000308985","SLM:Molecular_Subspecies"
"DAG 18:0;0_18:3;0","DAG",36,3,0,"FA",18,0,0,"FA",18,3,0,"DG 18:0_18:3","Diacylglycerol (18:0_18:3)","SLM:000308986","SLM:Molecular_Subspecies"
"DAG 18:0;0_20:4;0","DAG",38,4,0,"FA",18,0,0,"FA",20,4,0,"DG 18:0_20:4","Diacylglycerol (18:0_20:4)","SLM:000308993","SLM:Molecular_Subspecies"
"DAG 18:1;0_18:1;0","DAG",36,2,0,"FA",18,1,0,"FA",18,1,0,"DG 18:1_18:1","Diacylglycerol (18:1_18:1)","SLM:000309012","SLM:Molecular_Subspecies"
"DAG 18:1;0_18:2;0","DAG",36,3,0,"FA",18,1,0,"FA",18,2,0,"DG 18:1_18:2","Diacylglycerol (18:1_18:2)","SLM:000309013","SLM:Molecular_Subspecies"
"DAG 18:1;0_18:3;0","DAG",36,4,0,"FA",18,1,0,"FA",18,3,0,"DG 18:1_18:3","Diacylglycerol (18:1_18:3)","SLM:000309014","SLM:Molecular_Subspecies"
"DAG 18:1;0_19:0;0","DAG",37,1,0,"FA",18,1,0,"FA",19,0,0,"DG 18:1_19:0","Diacylglycerol (18:1_19:0)","SLM:000309016","SLM:Molecular_Subspecies"
"DAG 18:1;0_19:1;0","DAG",37,2,0,"FA",18,1,0,"FA",19,1,0,"DG 18:1_19:1","Diacylglycerol (18:1_19:1)",NA,NA
"DAG 18:1;0_20:3;0","DAG",38,4,0,"FA",18,1,0,"FA",20,3,0,"DG 18:1_20:3","Diacylglycerol (18:1_20:3)","SLM:000309020","SLM:Molecular_Subspecies"
"DAG 18:1;0_20:4;0","DAG",38,5,0,"FA",18,1,0,"FA",20,4,0,"DG 18:1_20:4","Diacylglycerol (18:1_20:4)","SLM:000309021","SLM:Molecular_Subspecies"
"DAG 18:1;0_20:5;0","DAG",38,6,0,"FA",18,1,0,"FA",20,5,0,"DG 18:1_20:5","Diacylglycerol (18:1_20:5)","SLM:000309022","SLM:Molecular_Subspecies"
"DAG 18:1;0_22:6;0","DAG",40,7,0,"FA",18,1,0,"FA",22,6,0,"DG 18:1_22:6","Diacylglycerol (18:1_22:6)","SLM:000309030","SLM:Molecular_Subspecies"
"DAG 18:1;0_24:0;0","DAG",42,1,0,"FA",18,1,0,"FA",24,0,0,"DG 18:1_24:0","Diacylglycerol (18:1_24:0)","SLM:000309031","SLM:Molecular_Subspecies"
"DAG 18:2;0_18:2;0","DAG",36,4,0,"FA",18,2,0,"FA",18,2,0,"DG 18:2_18:2","Diacylglycerol (18:2_18:2)","SLM:000309040","SLM:Molecular_Subspecies"
"DAG 18:2;0_18:3;0","DAG",36,5,0,"FA",18,2,0,"FA",18,3,0,"DG 18:2_18:3","Diacylglycerol (18:2_18:3)","SLM:000309041","SLM:Molecular_Subspecies"
"DAG 18:2;0_20:2;0","DAG",38,4,0,"FA",18,2,0,"FA",20,2,0,"DG 18:2_20:2","Diacylglycerol (18:2_20:2)","SLM:000309046","SLM:Molecular_Subspecies"
"DAG 18:2;0_20:3;0","DAG",38,5,0,"FA",18,2,0,"FA",20,3,0,"DG 18:2_20:3","Diacylglycerol (18:2_20:3)","SLM:000309047","SLM:Molecular_Subspecies"
"DAG 18:2;0_20:4;0","DAG",38,6,0,"FA",18,2,0,"FA",20,4,0,"DG 18:2_20:4","Diacylglycerol (18:2_20:4)","SLM:000309048","SLM:Molecular_Subspecies"
"DAG 18:2;0_20:5;0","DAG",38,7,0,"FA",18,2,0,"FA",20,5,0,"DG 18:2_20:5","Diacylglycerol (18:2_20:5)","SLM:000309049","SLM:Molecular_Subspecies"
"DAG 18:2;0_22:5;0","DAG",40,7,0,"FA",18,2,0,"FA",22,5,0,"DG 18:2_22:5","Diacylglycerol (18:2_22:5)","SLM:000309056","SLM:Molecular_Subspecies"
"DAG 18:2;0_22:6;0","DAG",40,8,0,"FA",18,2,0,"FA",22,6,0,"DG 18:2_22:6","Diacylglycerol (18:2_22:6)","SLM:000309057","SLM:Molecular_Subspecies"
"DAG 18:2;0_24:3;0","DAG",42,5,0,"FA",18,2,0,"FA",24,3,0,"DG 18:2_24:3","Diacylglycerol (18:2_24:3)",NA,NA
"DAG 18:2;0_24:4;0","DAG",42,6,0,"FA",18,2,0,"FA",24,4,0,"DG 18:2_24:4","Diacylglycerol (18:2_24:4)","SLM:000309060","SLM:Molecular_Subspecies"
"DAG 20:5;0_22:6;0","DAG",42,11,0,"FA",20,5,0,"FA",22,6,0,"DG 20:5_22:6","Diacylglycerol (20:5_22:6)","SLM:000309255","SLM:Molecular_Subspecies"
"DAG 22:4;0_23:4;0","DAG",45,8,0,"FA",22,4,0,"FA",23,4,0,"DG 22:4_23:4","Diacylglycerol (22:4_23:4)",NA,NA
"DAG 22:6;0_22:6;0","DAG",44,12,0,"FA",22,6,0,"FA",22,6,0,"DG 22:6_22:6","Diacylglycerol (22:6_22:6)","SLM:000309363","SLM:Molecular_Subspecies"
"DAG 22:6;0_23:4;0","DAG",45,10,0,"FA",22,6,0,"FA",23,4,0,"DG 22:6_23:4","Diacylglycerol (22:6_23:4)",NA,NA
"DAG 24:0;0_24:0;0","DAG",48,0,0,"FA",24,0,0,"FA",24,0,0,"DG 24:0_24:0","Diacylglycerol (24:0_24:0)","SLM:000309373","SLM:Molecular_Subspecies"
"DAG 24:5;0_24:5;0","DAG",48,10,0,"FA",24,5,0,"FA",24,5,0,"DG 24:5_24:5","Diacylglycerol (24:5_24:5)","SLM:000309397","SLM:Molecular_Subspecies"
"HexCer 30:1;3","HexCer",30,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 30:1;O3","Hexosyl ceramide (t30:1)",NA,NA
"HexCer 30:2;3","HexCer",30,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 30:2;O3","Hexosyl ceramide (t30:2)",NA,NA
"HexCer 32:0;3","HexCer",32,0,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 32:0;O3","Hexosyl ceramide (t32:0)","SLM:000390302","SLM:Species"
"HexCer 32:0;4","HexCer",32,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 32:0;O4","Hexosyl ceramide (q32:0)",NA,NA
"HexCer 32:1;3","HexCer",32,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 32:1;O3","Hexosyl ceramide (t32:1)","SLM:000390299","SLM:Species"
"HexCer 32:2;3","HexCer",32,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 32:2;O3","Hexosyl ceramide (t32:2)",NA,NA
"HexCer 34:0;4","HexCer",34,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:0;O4","Hexosyl ceramide (q34:0)",NA,NA
"HexCer 34:1;2","HexCer",34,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:1;O2","Hexosyl ceramide (d34:1)","SLM:000390308","SLM:Species"
"HexCer 34:1;3","HexCer",34,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:1;O3","Hexosyl ceramide (t34:1)","SLM:000390320","SLM:Species"
"HexCer 34:1;4","HexCer",34,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:1;O4","Hexosyl ceramide (q34:1)",NA,NA
"HexCer 34:2;3","HexCer",34,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:2;O3","Hexosyl ceramide (t34:2)","SLM:000390317","SLM:Species"
"HexCer 34:2;4","HexCer",34,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 34:2;O4","Hexosyl ceramide (q34:2)",NA,NA
"HexCer 36:1;3","HexCer",36,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 36:1;O3","Hexosyl ceramide (t36:1)","SLM:000390346","SLM:Species"
"HexCer 36:2;3","HexCer",36,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 36:2;O3","Hexosyl ceramide (t36:2)","SLM:000390343","SLM:Species"
"HexCer 36:2;4","HexCer",36,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 36:2;O4","Hexosyl ceramide (q36:2)",NA,NA
"HexCer 38:0;4","HexCer",38,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 38:0;O4","Hexosyl ceramide (q38:0)",NA,NA
"HexCer 38:1;2","HexCer",38,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 38:1;O2","Hexosyl ceramide (d38:1)","SLM:000390358","SLM:Species"
"HexCer 40:1;2","HexCer",40,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 40:1;O2","Hexosyl ceramide (d40:1)","SLM:000390387","SLM:Species"
"HexCer 40:1;3","HexCer",40,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 40:1;O3","Hexosyl ceramide (t40:1)","SLM:000390402","SLM:Species"
"HexCer 40:1;4","HexCer",40,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 40:1;O4","Hexosyl ceramide (q40:1)",NA,NA
"HexCer 42:1;4","HexCer",42,1,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 42:1;O4","Hexosyl ceramide (q42:1)",NA,NA
"HexCer 42:2;2","HexCer",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 42:2;O2","Hexosyl ceramide (d42:2)","SLM:000390411","SLM:Species"
"HexCer 44:2;4","HexCer",44,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"HexCer 44:2;O4","Hexosyl ceramide (q44:2)",NA,NA
"LPC 10:0;0","LPC",10,0,0,"FA",10,0,0,NA,NA,NA,NA,"LPC 10:0","Phosphatidylcholine (10:0_0:0)","SLM:000063378","SLM:Molecular_Subspecies"
"LPC 10:1;0","LPC",10,1,0,"FA",10,1,0,NA,NA,NA,NA,"LPC 10:1","Phosphatidylcholine (10:1_0:0)",NA,NA
"LPC 14:0;0","LPC",14,0,0,"FA",14,0,0,NA,NA,NA,NA,"LPC 14:0","Phosphatidylcholine (14:0_0:0)","SLM:000063555","SLM:Molecular_Subspecies"
"LPC 14:1;0","LPC",14,1,0,"FA",14,1,0,NA,NA,NA,NA,"LPC 14:1","Phosphatidylcholine (14:1_0:0)","SLM:000063612","SLM:Molecular_Subspecies"
"LPC 16:0;0","LPC",16,0,0,"FA",16,0,0,NA,NA,NA,NA,"LPC 16:0","Phosphatidylcholine (16:0_0:0)","SLM:000063723","SLM:Molecular_Subspecies"
"LPC 16:1;0","LPC",16,1,0,"FA",16,1,0,NA,NA,NA,NA,"LPC 16:1","Phosphatidylcholine (16:1_0:0)","SLM:000063777","SLM:Molecular_Subspecies"
"LPC 18:0;0","LPC",18,0,0,"FA",18,0,0,NA,NA,NA,NA,"LPC 18:0","Phosphatidylcholine (18:0_0:0)","SLM:000063933","SLM:Molecular_Subspecies"
"LPC 18:1;0","LPC",18,1,0,"FA",18,1,0,NA,NA,NA,NA,"LPC 18:1","Phosphatidylcholine (18:1_0:0)","SLM:000063983","SLM:Molecular_Subspecies"
"LPC 18:2;0","LPC",18,2,0,"FA",18,2,0,NA,NA,NA,NA,"LPC 18:2","Phosphatidylcholine (18:2_0:0)","SLM:000064032","SLM:Molecular_Subspecies"
"LPC 18:3;0","LPC",18,3,0,"FA",18,3,0,NA,NA,NA,NA,"LPC 18:3","Phosphatidylcholine (18:3_0:0)","SLM:000064080","SLM:Molecular_Subspecies"
"LPC 20:1;0","LPC",20,1,0,"FA",20,1,0,NA,NA,NA,NA,"LPC 20:1","Phosphatidylcholine (20:1_0:0)","SLM:000064262","SLM:Molecular_Subspecies"
"LPC 20:2;0","LPC",20,2,0,"FA",20,2,0,NA,NA,NA,NA,"LPC 20:2","Phosphatidylcholine (20:2_0:0)","SLM:000064305","SLM:Molecular_Subspecies"
"LPC 20:3;0","LPC",20,3,0,"FA",20,3,0,NA,NA,NA,NA,"LPC 20:3","Phosphatidylcholine (20:3_0:0)","SLM:000064347","SLM:Molecular_Subspecies"
"LPC 20:4;0","LPC",20,4,0,"FA",20,4,0,NA,NA,NA,NA,"LPC 20:4","Phosphatidylcholine (20:4_0:0)","SLM:000064388","SLM:Molecular_Subspecies"
"LPC 20:5;0","LPC",20,5,0,"FA",20,5,0,NA,NA,NA,NA,"LPC 20:5","Phosphatidylcholine (20:5_0:0)","SLM:000064428","SLM:Molecular_Subspecies"
"LPC 22:0;0","LPC",22,0,0,"FA",22,0,0,NA,NA,NA,NA,"LPC 22:0","Phosphatidylcholine (22:0_0:0)","SLM:000064505","SLM:Molecular_Subspecies"
"LPC 22:5;0","LPC",22,5,0,"FA",22,5,0,NA,NA,NA,NA,"LPC 22:5","Phosphatidylcholine (22:5_0:0)","SLM:000064680","SLM:Molecular_Subspecies"
"LPC 22:6;0","LPC",22,6,0,"FA",22,6,0,NA,NA,NA,NA,"LPC 22:6","Phosphatidylcholine (22:6_0:0)","SLM:000064712","SLM:Molecular_Subspecies"
"LPC O-16:0;0","LPC O-",16,0,0,"FOH",16,0,0,NA,NA,NA,NA,"LPC O-16:0","Phosphatidylcholine (O-16:0/0:0)","SLM:000092101","SLM:Structural_Subspecies"
"LPC O-16:1;0","LPC O-",16,1,0,"FOH",16,1,0,NA,NA,NA,NA,"LPC O-16:1","Phosphatidylcholine (O-16:1_0:0)","SLM:000065977","SLM:Molecular_Subspecies"
"LPC O-18:0;0","LPC O-",18,0,0,"FOH",18,0,0,NA,NA,NA,NA,"LPC O-18:0","Phosphatidylcholine (O-18:0/0:0)","SLM:000092231","SLM:Structural_Subspecies"
"LPC O-18:1;0","LPC O-",18,1,0,"FOH",18,1,0,NA,NA,NA,NA,"LPC O-18:1","Phosphatidylcholine (O-18:1_0:0)","SLM:000066237","SLM:Molecular_Subspecies"
"LPE 14:0;0","LPE",14,0,0,"FA",14,0,0,NA,NA,NA,NA,"LPE 14:0","Phosphatidylethanolamine (14:0_0:0)","SLM:000067519","SLM:Molecular_Subspecies"
"LPE 14:1;0","LPE",14,1,0,"FA",14,1,0,NA,NA,NA,NA,"LPE 14:1","Phosphatidylethanolamine (14:1_0:0)","SLM:000067576","SLM:Molecular_Subspecies"
"LPE 16:0;0","LPE",16,0,0,"FA",16,0,0,NA,NA,NA,NA,"LPE 16:0","Phosphatidylethanolamine (16:0_0:0)","SLM:000067687","SLM:Molecular_Subspecies"
"LPE 16:1;0","LPE",16,1,0,"FA",16,1,0,NA,NA,NA,NA,"LPE 16:1","Phosphatidylethanolamine (16:1_0:0)","SLM:000067741","SLM:Molecular_Subspecies"
"LPE 16:2;0","LPE",16,2,0,"FA",16,2,0,NA,NA,NA,NA,"LPE 16:2","Phosphatidylethanolamine (16:2_0:0)","SLM:000067794","SLM:Molecular_Subspecies"
"LPE 18:0;0","LPE",18,0,0,"FA",18,0,0,NA,NA,NA,NA,"LPE 18:0","Phosphatidylethanolamine (18:0_0:0)","SLM:000067897","SLM:Molecular_Subspecies"
"LPE 18:1;0","LPE",18,1,0,"FA",18,1,0,NA,NA,NA,NA,"LPE 18:1","Phosphatidylethanolamine (18:1_0:0)","SLM:000067947","SLM:Molecular_Subspecies"
"LPE 18:2;0","LPE",18,2,0,"FA",18,2,0,NA,NA,NA,NA,"LPE 18:2","Phosphatidylethanolamine (18:2_0:0)","SLM:000067996","SLM:Molecular_Subspecies"
"LPE 18:3;0","LPE",18,3,0,"FA",18,3,0,NA,NA,NA,NA,"LPE 18:3","Phosphatidylethanolamine (18:3_0:0)","SLM:000068044","SLM:Molecular_Subspecies"
"LPE 20:0;0","LPE",20,0,0,"FA",20,0,0,NA,NA,NA,NA,"LPE 20:0","Phosphatidylethanolamine (20:0_0:0)","SLM:000068182","SLM:Molecular_Subspecies"
"LPE 20:1;0","LPE",20,1,0,"FA",20,1,0,NA,NA,NA,NA,"LPE 20:1","Phosphatidylethanolamine (20:1_0:0)","SLM:000068226","SLM:Molecular_Subspecies"
"LPE 20:2;0","LPE",20,2,0,"FA",20,2,0,NA,NA,NA,NA,"LPE 20:2","Phosphatidylethanolamine (20:2_0:0)","SLM:000068269","SLM:Molecular_Subspecies"
"LPE 20:3;0","LPE",20,3,0,"FA",20,3,0,NA,NA,NA,NA,"LPE 20:3","Phosphatidylethanolamine (20:3_0:0)","SLM:000068311","SLM:Molecular_Subspecies"
"LPE 20:4;0","LPE",20,4,0,"FA",20,4,0,NA,NA,NA,NA,"LPE 20:4","Phosphatidylethanolamine (20:4_0:0)","SLM:000068352","SLM:Molecular_Subspecies"
"LPE 20:5;0","LPE",20,5,0,"FA",20,5,0,NA,NA,NA,NA,"LPE 20:5","Phosphatidylethanolamine (20:5_0:0)","SLM:000068392","SLM:Molecular_Subspecies"
"LPE 20:6;0","LPE",20,6,0,"FA",20,6,0,NA,NA,NA,NA,"LPE 20:6","Phosphatidylethanolamine (20:6_0:0)",NA,NA
"LPE 22:3;0","LPE",22,3,0,"FA",22,3,0,NA,NA,NA,NA,"LPE 22:3","Phosphatidylethanolamine (22:3_0:0)","SLM:000068577","SLM:Molecular_Subspecies"
"LPE 22:5;0","LPE",22,5,0,"FA",22,5,0,NA,NA,NA,NA,"LPE 22:5","Phosphatidylethanolamine (22:5_0:0)","SLM:000068644","SLM:Molecular_Subspecies"
"LPE 22:6;0","LPE",22,6,0,"FA",22,6,0,NA,NA,NA,NA,"LPE 22:6","Phosphatidylethanolamine (22:6_0:0)","SLM:000068676","SLM:Molecular_Subspecies"
"LPE O-16:0;0","LPE O-",16,0,0,"FOH",16,0,0,NA,NA,NA,NA,"LPE O-16:0","Phosphatidylethanolamine (O-16:0/0:0)","SLM:000098405","SLM:Structural_Subspecies"
"LPE O-16:1;0","LPE O-",16,1,0,"FOH",16,1,0,NA,NA,NA,NA,"LPE O-16:1","Phosphatidylethanolamine (O-16:1_0:0)","SLM:000069941","SLM:Molecular_Subspecies"
"LPE O-16:2;0","LPE O-",16,2,0,"FOH",16,2,0,NA,NA,NA,NA,"LPE O-16:2","Phosphatidylethanolamine (O-16:2_0:0)",NA,NA
"LPE O-18:0;0","LPE O-",18,0,0,"FOH",18,0,0,NA,NA,NA,NA,"LPE O-18:0","Phosphatidylethanolamine (O-18:0/0:0)","SLM:000098535","SLM:Structural_Subspecies"
"LPE O-18:1;0","LPE O-",18,1,0,"FOH",18,1,0,NA,NA,NA,NA,"LPE O-18:1","Phosphatidylethanolamine (O-18:1_0:0)","SLM:000070201","SLM:Molecular_Subspecies"
"LPE O-18:2;0","LPE O-",18,2,0,"FOH",18,2,0,NA,NA,NA,NA,"LPE O-18:2","Phosphatidylethanolamine (O-18:2_0:0)","SLM:000070266","SLM:Molecular_Subspecies"
"PC 12:0;0_16:0;0","PC",28,0,0,"FA",12,0,0,"FA",16,0,0,"PC 12:0_16:0","Phosphatidylcholine (12:0_16:0)","SLM:000063444","SLM:Molecular_Subspecies"
"PC 12:0;0_18:0;0","PC",30,0,0,"FA",12,0,0,"FA",18,0,0,"PC 12:0_18:0","Phosphatidylcholine (12:0_18:0)","SLM:000063448","SLM:Molecular_Subspecies"
"PC 13:0;0_18:0;0","PC",31,0,0,"FA",13,0,0,"FA",18,0,0,"PC 13:0_18:0","Phosphatidylcholine (13:0_18:0)","SLM:000063506","SLM:Molecular_Subspecies"
"PC 14:0;0_14:0;0","PC",28,0,0,"FA",14,0,0,"FA",14,0,0,"PC 14:0_14:0","Phosphatidylcholine (14:0/14:0)","SLM:000087945","SLM:Structural_Subspecies"
"PC 14:0;0_16:0;0","PC",30,0,0,"FA",14,0,0,"FA",16,0,0,"PC 14:0_16:0","Phosphatidylcholine (14:0_16:0)","SLM:000063559","SLM:Molecular_Subspecies"
"PC 14:0;0_17:0;0","PC",31,0,0,"FA",14,0,0,"FA",17,0,0,"PC 14:0_17:0","Phosphatidylcholine (14:0_17:0)","SLM:000063562","SLM:Molecular_Subspecies"
"PC 14:0;0_18:0;0","PC",32,0,0,"FA",14,0,0,"FA",18,0,0,"PC 14:0_18:0","Phosphatidylcholine (14:0_18:0)","SLM:000063563","SLM:Molecular_Subspecies"
"PC 14:0;0_18:1;0","PC",32,1,0,"FA",14,0,0,"FA",18,1,0,"PC 14:0_18:1","Phosphatidylcholine (14:0_18:1)","SLM:000063564","SLM:Molecular_Subspecies"
"PC 14:0;0_18:2;0","PC",32,2,0,"FA",14,0,0,"FA",18,2,0,"PC 14:0_18:2","Phosphatidylcholine (14:0_18:2)","SLM:000063565","SLM:Molecular_Subspecies"
"PC 14:0;0_19:0;0","PC",33,0,0,"FA",14,0,0,"FA",19,0,0,"PC 14:0_19:0","Phosphatidylcholine (14:0_19:0)","SLM:000063568","SLM:Molecular_Subspecies"
"PC 14:0;0_20:2;0","PC",34,2,0,"FA",14,0,0,"FA",20,2,0,"PC 14:0_20:2","Phosphatidylcholine (14:0_20:2)","SLM:000063571","SLM:Molecular_Subspecies"
